OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,ActivityLocation/SourceMapScaleNumeric,ActivityLocation/HorizontalAccuracyMeasure/MeasureValue,ActivityLocation/HorizontalAccuracyMeasure/MeasureUnitCode,ActivityLocation/HorizontalCollectionMethodName,ActivityLocation/HorizontalCoordinateReferenceSystemDatumName,AssemblageSampledName,CollectionDuration/MeasureValue,CollectionDuration/MeasureUnitCode,SamplingComponentName,SamplingComponentPlaceInSeriesNumeric,ReachLengthMeasure/MeasureValue,ReachLengthMeasure/MeasureUnitCode,ReachWidthMeasure/MeasureValue,ReachWidthMeasure/MeasureUnitCode,PassCount,NetTypeName,NetSurfaceAreaMeasure/MeasureValue,NetSurfaceAreaMeasure/MeasureUnitCode,NetMeshSizeMeasure/MeasureValue,NetMeshSizeMeasure/MeasureUnitCode,BoatSpeedMeasure/MeasureValue,BoatSpeedMeasure/MeasureUnitCode,CurrentSpeedMeasure/MeasureValue,CurrentSpeedMeasure/MeasureUnitCode,ToxicityTestType,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodQualifierTypeName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,SampleCollectionMethod/SampleCollectionEquipmentCommentText,SamplePreparationMethod/MethodIdentifier,SamplePreparationMethod/MethodIdentifierContext,SamplePreparationMethod/MethodName,SamplePreparationMethod/MethodQualifierTypeName,SamplePreparationMethod/MethodDescriptionText,SampleContainerTypeName,SampleContainerColorName,ChemicalPreservativeUsedName,ThermalPreservativeUsedName,SampleTransportStorageDescription,DataLoggerLine,ResultDetectionConditionText,MethodSpecificationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,DataQuality/BiasValue,ConfidenceIntervalValue,UpperConfidenceLimitValue,LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,ResultSamplingPointName,BiologicalIntentName,BiologicalIndividualIdentifier,SubjectTaxonomicName,UnidentifiedSpeciesIdentifier,SampleTissueAnatomyName,GroupSummaryCountWeight/MeasureValue,GroupSummaryCountWeight/MeasureUnitCode,CellFormName,CellShapeName,HabitName,VoltismName,TaxonomicPollutionTolerance,TaxonomicPollutionToleranceScaleText,TrophicLevelName,FunctionalFeedingGroupName,TaxonomicDetailsCitation/ResourceTitleName,TaxonomicDetailsCitation/ResourceCreatorName,TaxonomicDetailsCitation/ResourceSubjectText,TaxonomicDetailsCitation/ResourcePublisherName,TaxonomicDetailsCitation/ResourceDate,TaxonomicDetailsCitation/ResourceIdentifier,FrequencyClassDescriptorCode,FrequencyClassDescriptorUnitCode,LowerClassBoundValue,UpperClassBoundValue,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodQualifierTypeName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,AnalysisStartTime/Time,AnalysisStartTime/TimeZoneCode,AnalysisEndDate,AnalysisEndTime/Time,AnalysisEndTime/TimeZoneCode,ResultLaboratoryCommentCode,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LaboratoryAccreditationIndicator,LaboratoryAccreditationAuthorityName,TaxonomistAccreditationIndicator,TaxonomistAccreditationAuthorityName,LabSamplePreparationMethod/MethodIdentifier,LabSamplePreparationMethod/MethodIdentifierContext,LabSamplePreparationMethod/MethodName,LabSamplePreparationMethod/MethodQualifierTypeName,LabSamplePreparationMethod/MethodDescriptionText,PreparationStartDate,PreparationStartTime/Time,PreparationStartTime/TimeZoneCode,PreparationEndDate,PreparationEndTime/Time,PreparationEndTime/TimeZoneCode,SubstitutionDilutionFactorNumeric,ProviderName
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB26619.CHEM,Sample-Routine,Water,Surface Water,2020-03-11,02:29:00,MST,,,,,0,m,,,,,,9811,VOLUNTEER GROUPS,AZDEQ_SW-527,"Tumacaori Nice day, recent rain event. stormflow--- SAMPLE TAKEN: Yes; Storm Flow",,,,31.5621111000,-111.0459722000,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,AZDEQ_SW,Unknown,,,Miscellaneous (Other),,,,,,,,,,,,,,None,Escherichia coli,Total,1046.2,MPN/100ml,,Final,,Actual,,,,,,,,,,| QA FLAGS: EQ-EXC. Chronic Stringent Standard= 575 Designated Use: PBC.,,0,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLILERT,AZDEQ_SW,COLILERT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB26621.CHEM,Sample-Routine,Water,Surface Water,2020-03-18,02:18:00,MST,,,,,0,m,,,,,,9811,VOLUNTEER GROUPS,AZDEQ_SW-527,"Tumacaori Cloudy day, recent rain event stormflow--- SAMPLE TAKEN: Yes; Storm Flow",,,,31.5621111000,-111.0459722000,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,AZDEQ_SW,Unknown,,,Miscellaneous (Other),,,,,,,,,,,,,,None,Escherichia coli,Total,228.2,MPN/100ml,,Final,,Actual,,,,,,,,,,,,0,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLILERT,AZDEQ_SW,COLILERT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB27730.CHEM,Sample-Routine,Water,Surface Water,2020-05-18,05:30:00,MST,,,,,,,,,,,,9807,,AZDEQ_SW-61935,"Baseflow, clear. On Circle Z property, downstream end. Mostly run, some riffle. Tons of excess fine sediment in substrate and bars. Large trees but not much understory or cover on banks. Bugs: hydropsichidae caddis, dragonfly nymph, tabanidae horsefly larvae, midges, no mayflies/stoneflies. Perennial, no crayfish. Dozen horses seen on ranch but fenced out of riparian area, but looks like area is trampled/grazed.--- SAMPLE TAKEN: Yes; Normal Flow",,,,31.4990000000,-110.8160000000,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,AZDEQ_SW,Unknown,,,Miscellaneous (Other),,,,,,,,,,,,,,,Escherichia coli,Total,20.1,MPN/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLILERT,AZDEQ_SW,COLILERT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB29533.CHEM,Sample-Routine,Water,Surface Water,2020-06-15,03:36:00,MST,,,,,0,m,,,,,,9811,VOLUNTEER GROUPS,AZDEQ_SW-527,"Tumacaori Very sunny and hot, many fish and tadpoles, and a little frog! baseflow--- SAMPLE TAKEN: Yes; Normal Flow",,,,31.5621111000,-111.0459722000,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,AZDEQ_SW,Unknown,,,Miscellaneous (Other),,,,,,,,,,,,,,,Escherichia coli,Total,290.9,MPN/100ml,,Final,,Actual,,,,,,,,,,,,0,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLILERT,AZDEQ_SW,COLILERT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB26415.CHEM,Quality Control Sample-Field Replicate,Water,Surface Water,2020-01-27,08:00:00,MST,,,,,0,m,,,,,,9808,VOLUNTEER GROUPS,AZDEQ_SW-966,FriendsSantaCruz Field conditions and sample collection info are best guess. entered by JL stormflow--- SAMPLE TAKEN: Yes; Storm Flow,,,,31.6483333000,-111.0491667000,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,AZDEQ_SW,Unknown,,,Miscellaneous (Other),,,,,,,,,,,,,,None,Escherichia coli,Total,200,MPN/100ml,,Final,,Actual,,,,,,,,,,,,0,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLILERT,AZDEQ_SW,COLILERT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB29531.CHEM,Sample-Routine,Water,Surface Water,2020-06-22,03:28:00,MST,,,,,0,m,,,,,,9811,VOLUNTEER GROUPS,AZDEQ_SW-527,"Tumacaori sunny, hot day. Small fish on left bank. Two deer crossed upstream baseflow--- SAMPLE TAKEN: Yes; Normal Flow",,,,31.5621111000,-111.0459722000,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,AZDEQ_SW,Unknown,,,Miscellaneous (Other),,,,,,,,,,,,,,,Escherichia coli,Total,209.8,MPN/100ml,,Final,,Actual,,,,,,,,,,,,0,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLILERT,AZDEQ_SW,COLILERT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB26627.CHEM,Sample-Routine,Water,Surface Water,2020-03-24,03:27:00,MST,,,,,0,m,,,,,,9811,VOLUNTEER GROUPS,AZDEQ_SW-527,Tumacaori Animal tracks on banks. Another nice day in Tumacacori baseflow--- SAMPLE TAKEN: Yes; Normal Flow,,,,31.5621111000,-111.0459722000,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,AZDEQ_SW,Unknown,,,Miscellaneous (Other),,,,,,,,,,,,,,None,Escherichia coli,Total,118.7,MPN/100ml,,Final,,Actual,,,,,,,,,,,,0,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLILERT,AZDEQ_SW,COLILERT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB26625.CHEM,Sample-Routine,Water,Surface Water,2020-01-08,04:17:00,MST,,,,,0,m,,,,,,9811,VOLUNTEER GROUPS,AZDEQ_SW-527,Tumacaori Sunny and cool baseflow--- SAMPLE TAKEN: Yes; Normal Flow,,,,31.5621111000,-111.0459722000,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,AZDEQ_SW,Unknown,,,Miscellaneous (Other),,,,,,,,,,,,,,None,Escherichia coli,Total,48.7,MPN/100ml,,Final,,Actual,,,,,,,,,,,,0,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLILERT,AZDEQ_SW,COLILERT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB26412.CHEM,Sample-Routine,Water,Surface Water,2020-03-02,08:40:00,MST,,,,,0,m,,,,,,9808,VOLUNTEER GROUPS,AZDEQ_SW-146,FriendsSantaCruz Field conditions and sample collection info are best guess. entered by JL baseflow--- SAMPLE TAKEN: Yes; Normal Flow,,,,31.5611111000,-111.0461111000,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,AZDEQ_SW,Unknown,,,Miscellaneous (Other),,,,,,,,,,,,,,None,Escherichia coli,Total,23.3,MPN/100ml,,Final,,Actual,,,,,,,,,,,,0,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLILERT,AZDEQ_SW,COLILERT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB26617.CHEM,Sample-Routine,Water,Surface Water,2020-02-12,01:57:00,MST,,,,,0,m,,,,,,9811,VOLUNTEER GROUPS,AZDEQ_SW-527,"Tumacaori Sunny day, post storm, water cloudy, animal tracks on banks stormflow--- SAMPLE TAKEN: Yes; Storm Flow",,,,31.5621111000,-111.0459722000,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,AZDEQ_SW,Unknown,,,Miscellaneous (Other),,,,,,,,,,,,,,None,Escherichia coli,Total,2419.6,MPN/100ml,,Final,,Actual,,,,,,,,,,| QA FLAGS: EQ-EXC. Chronic Stringent Standard= 575 Designated Use: PBC.,,0,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLILERT,AZDEQ_SW,COLILERT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB27732.CHEM,Sample-Routine,Water,Surface Water,2020-05-19,07:30:00,MST,,,,,,,,,,,,9807,,AZDEQ_SW-154,"Baseflow, site blw Salerno rd xing. Very little riffle habitat, some cobble, algae mats, some edge veg. 1 log, lots of bars and excess sand in channel. Fantastic cond,, near 100% bank cover with rip veg. Grazing in watershed, road, Patagonia WWTP upstream. Bugs: dragonflies, hellgrammites, hydropsychidae, no mayflies, blackflies, or beetles. Perennial--- SAMPLE TAKEN: Yes; Normal Flow",,,,31.5158333000,-110.7927778000,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,AZDEQ_SW,Unknown,,,Miscellaneous (Other),,,,,,,,,,,,,,,Escherichia coli,Total,58.3,MPN/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLILERT,AZDEQ_SW,COLILERT,,,,2020-05-19,0001-01-01 00:00:00,EST,,,,,,,,,,,,,,,,,,,,,,,,,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB26630.CHEM,Sample-Routine,Water,Surface Water,2020-02-27,10:13:00,MST,,,,,0,m,,,,,,9811,VOLUNTEER GROUPS,AZDEQ_SW-527,"Tumacaori Sunny, nice day baseflow--- SAMPLE TAKEN: Yes; Normal Flow",,,,31.5621111000,-111.0459722000,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,AZDEQ_SW,Unknown,,,Miscellaneous (Other),,,,,,,,,,,,,,None,Escherichia coli,Total,86.5,MPN/100ml,,Final,,Actual,,,,,,,,,,,,0,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLILERT,AZDEQ_SW,COLILERT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB26618.CHEM,Sample-Routine,Water,Surface Water,2020-02-05,04:06:00,MST,,,,,0,m,,,,,,9811,VOLUNTEER GROUPS,AZDEQ_SW-527,"Tumacaori Sunny beautiful day, nothing else of note baseflow--- SAMPLE TAKEN: Yes; Normal Flow",,,,31.5621111000,-111.0459722000,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,AZDEQ_SW,Unknown,,,Miscellaneous (Other),,,,,,,,,,,,,,None,Escherichia coli,Total,32.3,MPN/100ml,,Final,,Actual,,,,,,,,,,,,0,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLILERT,AZDEQ_SW,COLILERT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB29534.CHEM,Sample-Routine,Water,Surface Water,2020-06-09,03:02:00,MST,,,,,0,m,,,,,,9811,VOLUNTEER GROUPS,AZDEQ_SW-527,"Tumacaori Sunny, mid 90s. Small fish, some algae. baseflow--- SAMPLE TAKEN: Yes; Normal Flow",,,,31.5621111000,-111.0459722000,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,AZDEQ_SW,Unknown,,,Miscellaneous (Other),,,,,,,,,,,,,,,Escherichia coli,Total,290.9,MPN/100ml,,Final,,Actual,,,,,,,,,,,,0,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLILERT,AZDEQ_SW,COLILERT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB36980.CHEM,Sample-Routine,Water,Surface Water,2020-05-11,01:50:00,MST,,,,,,,,,,,,9786,VOLUNTEER GROUPS,AZDEQ_SW-527,"Sunny and warm, water getting shallower, algae, fish, tadpoles, and crows downstream--- SAMPLE TAKEN: Yes; Normal Flow",,,,31.5621111000,-111.0459722000,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,AZDEQ_SW,Unknown,,,Miscellaneous (Other),,,,,,,,,,,,,,,Escherichia coli,Total,53.8,MPN/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLILERT,AZDEQ_SW,COLILERT,,,,2020-05-11,0001-01-01 00:00:00,EST,,,,,,,,,,,,,,,,,,,,,,,,,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB27183.CHEM,Sample-Routine,Water,Surface Water,2020-05-04,03:14:00,MST,,,,,0,m,,,,,,9811,VOLUNTEER GROUPS,AZDEQ_SW-527,"Tumacaori Sunny hot day, clear water, some algae, fluffy seeds, crows and a tire downstream, group of small fish downstream river left! baseflow--- SAMPLE TAKEN: Yes; Normal Flow",,,,31.5621111000,-111.0459722000,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,AZDEQ_SW,Unknown,,,Miscellaneous (Other),,,,,,,,,,,,,,None,Escherichia coli,Total,117.8,MPN/100ml,,Final,,Actual,,,,,,,,,,,,0,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLILERT,AZDEQ_SW,COLILERT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB29535.CHEM,Sample-Routine,Water,Surface Water,2020-06-02,02:48:00,MST,,,,,0,m,,,,,,9811,VOLUNTEER GROUPS,AZDEQ_SW-527,"Tumacaori Sunny and warm, some small fish and tadpoles on left bank baseflow--- SAMPLE TAKEN: Yes; Normal Flow",,,,31.5621111000,-111.0459722000,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,AZDEQ_SW,Unknown,,,Miscellaneous (Other),,,,,,,,,,,,,,,Escherichia coli,Total,886.4,MPN/100ml,,Final,,Actual,,,,,,,,,,| QA FLAGS: EQ-EXC. Chronic Stringent Standard= 575 Designated Use: PBC.,,0,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLILERT,AZDEQ_SW,COLILERT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB26414.CHEM,Sample-Routine,Water,Surface Water,2020-01-27,10:10:00,MST,,,,,0,m,,,,,,9808,VOLUNTEER GROUPS,AZDEQ_SW-328,FriendsSantaCruz Field conditions and sample collection info are best guess. entered by JL baseflow--- SAMPLE TAKEN: Yes; Normal Flow,,,,31.4299167000,-110.9608333000,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,AZDEQ_SW,Unknown,,,Miscellaneous (Other),,,,,,,,,,,,,,None,Escherichia coli,Total,1450,MPN/100ml,,Final,,Actual,,,,,,,,,,| QA FLAGS: EQ-EXC. Chronic Stringent Standard= 235 Designated Use: FBC.,,0,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLILERT,AZDEQ_SW,COLILERT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB27729.CHEM,Sample-Routine,Water,Surface Water,2020-05-18,11:00:00,MST,,,,,,,,,,,,9807,,AZDEQ_SW-473,"Baseflow, trickle, water clear, yellow tint. 10 multihabitat bug sample, no algae. Bottom of  reach sample location. Small flow, very blown out channel, small leaf packs, only beetles in pools. No excess sed or woody debris. No riparian plants, only upland. Salt crusts common- white, green. Waste rock along channel. No crayfish. 3 mos estimated flow prior to sample. Installed stic sensor at 1st pool under acacia using rebar. (#20663961, 31.477, -110.77334).--- SAMPLE TAKEN: Yes; Normal Flow",,,,31.4767444000,-110.7733208000,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,AZDEQ_SW,Unknown,,,Miscellaneous (Other),,,,,,,,,,,,,Present Below Quantification Limit,,Escherichia coli,Total,,,,Final,,Estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLILERT,AZDEQ_SW,COLILERT,,,,,,,,,,,,Laboratory Reporting Level,1,MPN/100ml,,,,,,,,,,,,,,,,,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB29537.CHEM,Quality Control Sample-Field Replicate,Water,Surface Water,2020-06-09,03:02:00,MST,,,,,0,m,,,,,,9811,VOLUNTEER GROUPS,AZDEQ_SW-527,"Tumacaori Sunny, mid 90s. Small fish, some algae. baseflow--- SAMPLE TAKEN: Yes; Normal Flow",,,,31.5621111000,-111.0459722000,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,AZDEQ_SW,Unknown,,,Miscellaneous (Other),,,,,,,,,,,,,,,Escherichia coli,Total,435.2,MPN/100ml,,Final,,Actual,,,,,,,,,,,,0,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLILERT,AZDEQ_SW,COLILERT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB33670.CHEM,Quality Control Sample-Equipment Blank,Water,Surface Water,2021-09-27,08:45:00,MST,,,,,0,m,,,,,,9839,VOLUNTEER GROUPS,AZDEQ_SW-146,"FriendsSantaCruz traffic crossing while we were there, definite widening of channel from recent flooding stormflow--- SAMPLE TAKEN: Yes; Storm Flow",,,,31.5611111000,-111.0461111000,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,AZDEQ_SW,Unknown,,,Miscellaneous (Other),,,,,,,,,,,,,,None,Escherichia coli,Total,0,MPN/100ml,,Final,,Actual,,,,,,,,,,,,0,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLILERT,AZDEQ_SW,COLILERT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB36994.CHEM,Sample-Routine,Water,Surface Water,2021-08-30,07:45:00,MST,,,,,0,m,,,,,,9839,VOLUNTEER GROUPS,AZDEQ_SW-143,"FriendsSantaCruz very muddy, so access was a bit limited stormflow
CJ3: turbidity meter is out of range--- SAMPLE TAKEN: Yes; Storm Flow",,,,31.6130556000,-111.0413889000,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,AZDEQ_SW,Unknown,,,Miscellaneous (Other),,,,,,,,,,,,,Present Above Quantification Limit,,Escherichia coli,Total,,,,Final,,Estimated,,,,,,,,,,"1:100 dilution, tray still maxed out | QA FLAGS: D2, EQ-EXC.",,0,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLILERT,AZDEQ_SW,COLILERT,,,,,,,,,,,,Laboratory Reporting Level,241960,MPN/100ml,,,,,,,,,,,,,,,,,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB33669.CHEM,Sample-Routine,Water,Surface Water,2021-09-27,10:00:00,MST,,,,,0,m,,,,,,9839,VOLUNTEER GROUPS,AZDEQ_SW-328,FriendsSantaCruz we heard reports of raw sewage coming across the line from Nogales Sonora during the week before sample date.  High e.coli numbers may be related. stormflow--- SAMPLE TAKEN: Yes; Storm Flow,,,,31.4299167000,-110.9608333000,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,AZDEQ_SW,Unknown,,,Miscellaneous (Other),,,,,,,,,,,,,,None,Escherichia coli,Total,1413.6,MPN/100ml,,Final,,Actual,,,,,,,,,,| QA FLAGS: EQ-EXC. Chronic Stringent Standard= 235 Designated Use: FBC.,,0,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLILERT,AZDEQ_SW,COLILERT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB33668.CHEM,Sample-Routine,Water,Surface Water,2021-09-27,08:45:00,MST,,,,,0,m,,,,,,9839,VOLUNTEER GROUPS,AZDEQ_SW-146,"FriendsSantaCruz traffic crossing while we were there, definite widening of channel from recent flooding stormflow--- SAMPLE TAKEN: Yes; Storm Flow",,,,31.5611111000,-111.0461111000,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,AZDEQ_SW,Unknown,,,Miscellaneous (Other),,,,,,,,,,,,,,None,Escherichia coli,Total,1732.9,MPN/100ml,,Final,,Actual,,,,,,,,,,| QA FLAGS: EQ-EXC. Chronic Stringent Standard= 575 Designated Use: PBC.,,0,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLILERT,AZDEQ_SW,COLILERT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB36996.CHEM,Sample-Routine,Water,Surface Water,2021-08-30,09:30:00,MST,,,,,0,m,,,,,,9839,VOLUNTEER GROUPS,AZDEQ_SW-328,"CJ3: conductivity failed post check, no DO check, rejected DO exceedance

FriendsSantaCruz Work earlier this year to route water under west side of bridge lost.  Channel has shifted back to east side.  Many downed trees above & below sample site.  Huge amount of trash caught in vegetation. stormflow--- SAMPLE TAKEN: Yes; Storm Flow",,,,31.4299167000,-110.9608333000,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,AZDEQ_SW,Unknown,,,Miscellaneous (Other),,,,,,,,,,,,,,,Escherichia coli,Total,198630,MPN/100ml,,Final,,Actual,,,,,,,,,,"1:100 dilution | QA FLAGS: EQ-EXC, D2.",,0,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLILERT,AZDEQ_SW,COLILERT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB36993.CHEM,Sample-Routine,Water,Surface Water,2021-08-30,06:30:00,MST,,,,,0,m,,,,,,9839,VOLUNTEER GROUPS,AZDEQ_SW-966,"CJ3: conductivity failed post check, DO not checked 

FriendsSantaCruz We did not feel safe measuring flow.  Downstream channel profile dramatically altered.  White horizontal line in pic is below the roadbed. Drop now only about 10 inches, before > a foot. stormflow--- SAMPLE TAKEN: Yes; Storm Flow",,,,31.6483333000,-111.0491667000,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,AZDEQ_SW,Unknown,,,Miscellaneous (Other),,,,,,,,,,,,,Present Above Quantification Limit,,Escherichia coli,Total,,,,Final,,Estimated,,,,,,,,,,"1:100 dilution, tray still maxed out | QA FLAGS: D2, EQ-EXC.",,0,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLILERT,AZDEQ_SW,COLILERT,,,,,,,,,,,,Laboratory Reporting Level,241960,MPN/100ml,,,,,,,,,,,,,,,,,STORET
