OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-73555.CHEM,Sample-Routine,Water,Surface Water,5/31/2005,12:00:00,MST,,,,,0,m,,,,,,1986,2005-AMBIENT MONITORING,FRIENDS OF THE SANTA CRUZ RIVER,AZDEQ_SW-328,100571,#NAME?,,,,31.4299167,-110.9608333,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-863414804,,None,Fecal Coliform,Total,2,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,SM 9222D,AZDEQ_SW,SM 9222D,,,NOGALES INTL WASTEWATER TREATMENT PLANT,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-SW-73555.CHEM/results/863414804/resdetectqntlmts,Laboratory Reporting Level,1,None,,28:18.0,STORET
21ARIZ_WQX,Arizona Department Of Environmental Quality,21ARIZ_WQX-70309RW-swdb,Sample-Routine,Water,Surface Water,12/8/2005,13:00:00,MST,,,,,,,,0,m,0,m,FSN,FSN,,21ARIZ_WQX-SCSON014.52,SONOITA CREEK - AT CIRCLE Z RANCH,,,,,31.5086789,-110.8024794,AZDEQ SOPs,21ARIZ_WQX,AZDEQ Standard Operating Procedures,,Water Bottle,STORET-552225997,Not Detected,,Escherichia coli,Total,,,,Final,,Actual,,,,,,,,,,Qualifier:   BACTERIA - COLONY COUNTS OUTSIDE IDEAL RANGE (20-60 CFU),,,,,,,,,,FIELD,21ARIZ_WQX,FIELD PARAMETERS,,,Arizona Dept. Of Environmental Quality (Field),,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21ARIZ_WQX/activities/21ARIZ_WQX-70309RW-swdb/results/552225997/resdetectqntlmts,Lower Reporting Limit,2,cfu/100ml,,29:28.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-73488.CHEM,Sample-Routine,Water,Surface Water,6/28/2005,12:00:00,MST,,,,,0,m,,,,,,1986,2005-AMBIENT MONITORING,FRIENDS OF THE SANTA CRUZ RIVER,AZDEQ_SW-146,100247,#NAME?,,,,31.5611111,-111.0461111,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-863414653,,None,Fecal Coliform,Total,100,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,SM 9222D,AZDEQ_SW,SM 9222D,,,NOGALES INTL WASTEWATER TREATMENT PLANT,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-SW-73488.CHEM/results/863414653/resdetectqntlmts,Laboratory Reporting Level,1,None,,28:17.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-73528.CHEM,Sample-Routine,Water,Surface Water,1/25/2005,12:00:00,MST,,,,,0,m,,,,,,1986,2005-AMBIENT MONITORING,FRIENDS OF THE SANTA CRUZ RIVER,AZDEQ_SW-328,100571,#NAME?,,,,31.4299167,-110.9608333,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-863420653,,None,Fecal Coliform,Total,100,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,SM 9222D,AZDEQ_SW,SM 9222D,,,NOGALES INTL WASTEWATER TREATMENT PLANT,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-SW-73528.CHEM/results/863420653/resdetectqntlmts,Laboratory Reporting Level,1,None,,28:56.0,STORET
21ARIZ_WQX,Arizona Department Of Environmental Quality,21ARIZ_WQX-69945W-swdb,Sample-Routine,Water,Surface Water,11/16/2005,10:00:00,MST,,,,,,,,0,m,0,m,FSN,FSN,,21ARIZ_WQX-SCNGW004.87,NOGALES WASH - AT MORLEY STREET TUNNEL,,,,,31.3416667,-110.9331389,AZDEQ SOPs,21ARIZ_WQX,AZDEQ Standard Operating Procedures,,Water Bottle,STORET-552373330,,,Escherichia coli,Total,66.3,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT,21ARIZ_WQX,COLILERT (EDBERG),,,Arizona Dept. Of Environmental Quality (Field),,,,,,,,04:15.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-36691.CHEM,Sample-Routine,Water,Surface Water,3/29/2005,12:00:00,MST,,,,,0,m,,,,,,1986,2005-AMBIENT MONITORING,FRIENDS OF THE SANTA CRUZ RIVER,AZDEQ_SW-965,100238,DO NOT FUNCTIONING--- SAMPLE TAKEN: Migrated,,,,31.47,-110.9922222,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-863400645,,None,Fecal Coliform,Total,5,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,SM 9222D,AZDEQ_SW,SM 9222D,,,NOGALES INTL WASTEWATER TREATMENT PLANT,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-SW-36691.CHEM/results/863400645/resdetectqntlmts,Laboratory Reporting Level,1,None,,27:04.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-73490.CHEM,Sample-Routine,Water,Surface Water,8/30/2005,12:00:00,MST,,,,,0,m,,,,,,1999,2006-AMBIENT MONITORING,FRIENDS OF THE SANTA CRUZ RIVER,AZDEQ_SW-146,100247,#NAME?,,,,31.5611111,-111.0461111,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-863414663,,None,Fecal Coliform,Total,175,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,SM 9222D,AZDEQ_SW,SM 9222D,,,NOGALES INTL WASTEWATER TREATMENT PLANT,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-SW-73490.CHEM/results/863414663/resdetectqntlmts,Laboratory Reporting Level,1,None,,28:17.0,STORET
21ARIZ_WQX,Arizona Department Of Environmental Quality,21ARIZ_WQX-66045W-swdb,Sample-Routine,Water,Surface Water,9/21/2005,13:00:00,MST,,,,,,,,0,m,0,m,FSN,FSN,,21ARIZ_WQX-SCSCR099.40,SANTA CRUZ RIVER - AT TUBAC BRIDGE,,,,,31.6130556,-111.0413889,AZDEQ SOPs,21ARIZ_WQX,AZDEQ Standard Operating Procedures,,Water Bottle,STORET-552123085,,,Escherichia coli,Total,650,cfu/100ml,,Final,,Actual,,,,,,,,,,Qualifier:   ANALYTE - VALUE IS THE MEAN OF TWO OR MORE DETERMINATIONS,,,,,,,,,,EPA 1603,21ARIZ_WQX,E.COLI MODIFIED MTEC,,,Arizona Dept. Of Environmental Quality (Field),,,,,,,,53:09.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-73483.CHEM,Sample-Routine,Water,Surface Water,1/25/2005,12:00:00,MST,,,,,0,m,,,,,,1986,2005-AMBIENT MONITORING,FRIENDS OF THE SANTA CRUZ RIVER,AZDEQ_SW-146,100247,#NAME?,,,,31.5611111,-111.0461111,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-863414609,,None,Fecal Coliform,Total,1100,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,SM 9222D,AZDEQ_SW,SM 9222D,,,NOGALES INTL WASTEWATER TREATMENT PLANT,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-SW-73483.CHEM/results/863414609/resdetectqntlmts,Laboratory Reporting Level,1,None,,28:17.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-1165.CHEM,Sample-Routine,Water,Surface Water,2/24/2005,9:30:00,MST,,,,,0,m,,,,,,1999,2006-AMBIENT MONITORING,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-149,100251,BACTERIA MEDIA SUSPECT.  NO COLONIES ON PLATES.--- SAMPLE TAKEN: Migrated,,,,31.3416667,-110.9331389,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-863399242,,None,Escherichia coli,Total,5,cfu/100ml,,Final,,Actual,,,,,,,,,,| QA FLAGS: B.,,,,,,,,,,EPA 1603,AZDEQ_SW,EPA 1603,,,ARIZONA DEPT. OF ENVIRONMENTAL QUALITY (FIELD),,,,,,,,26:56.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-36692.CHEM,Sample-Routine,Water,Surface Water,4/26/2005,12:00:00,MST,,,,,0,m,,,,,,1986,2005-AMBIENT MONITORING,FRIENDS OF THE SANTA CRUZ RIVER,AZDEQ_SW-965,100238,DO NOT FUNCTIONING--- SAMPLE TAKEN: Migrated,,,,31.47,-110.9922222,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-863400656,,None,Fecal Coliform,Total,270,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,SM 9222D,AZDEQ_SW,SM 9222D,,,NOGALES INTL WASTEWATER TREATMENT PLANT,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-SW-36692.CHEM/results/863400656/resdetectqntlmts,Laboratory Reporting Level,1,None,,27:04.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-36696.CHEM,Sample-Routine,Water,Surface Water,8/30/2005,12:00:00,MST,,,,,0,m,,,,,,1999,2006-AMBIENT MONITORING,FRIENDS OF THE SANTA CRUZ RIVER,AZDEQ_SW-965,100238,DO NOT FUNCTIONING--- SAMPLE TAKEN: Migrated,,,,31.47,-110.9922222,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-863400682,,None,Fecal Coliform,Total,5,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,SM 9222D,AZDEQ_SW,SM 9222D,,,NOGALES INTL WASTEWATER TREATMENT PLANT,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-SW-36696.CHEM/results/863400682/resdetectqntlmts,Laboratory Reporting Level,1,None,,27:04.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-36694.CHEM,Sample-Routine,Water,Surface Water,6/28/2005,12:00:00,MST,,,,,0,m,,,,,,1986,2005-AMBIENT MONITORING,FRIENDS OF THE SANTA CRUZ RIVER,AZDEQ_SW-965,100238,#NAME?,,,,31.47,-110.9922222,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-863400671,,None,Fecal Coliform,Total,200,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,SM 9222D,AZDEQ_SW,SM 9222D,,,NOGALES INTL WASTEWATER TREATMENT PLANT,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-SW-36694.CHEM/results/863400671/resdetectqntlmts,Laboratory Reporting Level,1,None,,27:04.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-73465.CHEM,Sample-Routine,Water,Surface Water,10/24/2005,12:00:00,MST,,,,,0,m,,,,,,1999,2006-AMBIENT MONITORING,FRIENDS OF THE SANTA CRUZ RIVER,AZDEQ_SW-966,100244,#NAME?,,,,31.6483333,-111.0491667,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-863414573,,None,Fecal Coliform,Total,250,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,SM 9222D,AZDEQ_SW,SM 9222D,,,NOGALES INTL WASTEWATER TREATMENT PLANT,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-SW-73465.CHEM/results/863414573/resdetectqntlmts,Laboratory Reporting Level,1,None,,28:17.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-73536.CHEM,Sample-Routine,Water,Surface Water,11/29/2005,12:00:00,MST,,,,,0,m,,,,,,1999,2006-AMBIENT MONITORING,FRIENDS OF THE SANTA CRUZ RIVER,AZDEQ_SW-328,100571,#NAME?,,,,31.4299167,-110.9608333,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-863414778,,None,Fecal Coliform,Total,10,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,SM 9222D,AZDEQ_SW,SM 9222D,,,NOGALES INTL WASTEWATER TREATMENT PLANT,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-SW-73536.CHEM/results/863414778/resdetectqntlmts,Laboratory Reporting Level,1,None,,28:18.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-73492.CHEM,Sample-Routine,Water,Surface Water,10/24/2005,12:00:00,MST,,,,,0,m,,,,,,1999,2006-AMBIENT MONITORING,FRIENDS OF THE SANTA CRUZ RIVER,AZDEQ_SW-146,100247,#NAME?,,,,31.5611111,-111.0461111,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-863414684,,None,Fecal Coliform,Total,170,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,SM 9222D,AZDEQ_SW,SM 9222D,,,NOGALES INTL WASTEWATER TREATMENT PLANT,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-SW-73492.CHEM/results/863414684/resdetectqntlmts,Laboratory Reporting Level,1,None,,28:17.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-69948.CHEM,Sample-Routine,Water,Surface Water,11/15/2005,2:45:00,MST,,,,,0,m,,,,,,1999,2006-AMBIENT MONITORING,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-334,100588,MISSING TOTAL LEAD AND  MERCURY. TESTS WERE NOT REQUESTED BY SAMPLER.. Approved status: LEE JOHNSON 23-OCT-06 12:00:00--- SAMPLE TAKEN: Migrated,,,,31.7046714,-110.8668922,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-863410508,Not Detected,None,Escherichia coli,Total,,,,Final,,Estimated,,,,,,,,,,,,,,,,,,,,FIELD,AZDEQ_SW,FIELD,,,ARIZONA DEPT. OF ENVIRONMENTAL QUALITY (FIELD),,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-SW-69948.CHEM/results/863410508/resdetectqntlmts,Laboratory Reporting Level,2,None,,27:55.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-73493.CHEM,Sample-Routine,Water,Surface Water,11/29/2005,12:00:00,MST,,,,,0,m,,,,,,1999,2006-AMBIENT MONITORING,FRIENDS OF THE SANTA CRUZ RIVER,AZDEQ_SW-146,100247,#NAME?,,,,31.5611111,-111.0461111,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-863414694,,None,Fecal Coliform,Total,5,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,SM 9222D,AZDEQ_SW,SM 9222D,,,NOGALES INTL WASTEWATER TREATMENT PLANT,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-SW-73493.CHEM/results/863414694/resdetectqntlmts,Laboratory Reporting Level,1,None,,28:17.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-36693.CHEM,Sample-Routine,Water,Surface Water,5/31/2005,12:00:00,MST,,,,,0,m,,,,,,1986,2005-AMBIENT MONITORING,FRIENDS OF THE SANTA CRUZ RIVER,AZDEQ_SW-965,100238,#NAME?,,,,31.47,-110.9922222,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-863400662,,None,Fecal Coliform,Total,5,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,SM 9222D,AZDEQ_SW,SM 9222D,,,NOGALES INTL WASTEWATER TREATMENT PLANT,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-SW-36693.CHEM/results/863400662/resdetectqntlmts,Laboratory Reporting Level,1,None,,27:04.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-73484.CHEM,Sample-Routine,Water,Surface Water,2/28/2005,12:00:00,MST,,,,,0,m,,,,,,1986,2005-AMBIENT MONITORING,FRIENDS OF THE SANTA CRUZ RIVER,AZDEQ_SW-146,100247,#NAME?,,,,31.5611111,-111.0461111,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-863414617,,None,Fecal Coliform,Total,5,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,SM 9222D,AZDEQ_SW,SM 9222D,,,NOGALES INTL WASTEWATER TREATMENT PLANT,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-SW-73484.CHEM/results/863414617/resdetectqntlmts,Laboratory Reporting Level,1,None,,28:17.0,STORET
21ARIZ_WQX,Arizona Department Of Environmental Quality,21ARIZ_WQX-59087RW-swdb,Sample-Routine,Water,Surface Water,4/1/2005,9:00:00,MST,,,,,,,,0,m,0,m,FSN,FSN,,21ARIZ_WQX-SCNGW004.87,NOGALES WASH - AT MORLEY STREET TUNNEL,,,,,31.3416667,-110.9331389,AZDEQ SOPs,21ARIZ_WQX,AZDEQ Standard Operating Procedures,,Water Bottle,STORET-552279190,,,Escherichia coli,Total,150,cfu/100ml,,Final,,Actual,,,,,,,,,,Qualifier:   BACTERIA - COLONY COUNTS OUTSIDE IDEAL RANGE (20-60 CFU),,,,,,,,,,EPA 1603,21ARIZ_WQX,E.COLI MODIFIED MTEC,,,Arizona Dept. Of Environmental Quality (Field),,,,,,,,42:13.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-36721.CHEM,Sample-Routine,Water,Surface Water,2/28/2005,12:00:00,MST,,,,,0,m,,,,,,1986,2005-AMBIENT MONITORING,FRIENDS OF THE SANTA CRUZ RIVER,AZDEQ_SW-966,100244,DO NOT FUNCTIONING--- SAMPLE TAKEN: Migrated,,,,31.6483333,-111.0491667,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-863400739,,None,Fecal Coliform,Total,55,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,SM 9222D,AZDEQ_SW,SM 9222D,,,NOGALES INTL WASTEWATER TREATMENT PLANT,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-SW-36721.CHEM/results/863400739/resdetectqntlmts,Laboratory Reporting Level,1,None,,27:05.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-69946.CHEM,Sample-Routine,Water,Surface Water,11/15/2005,12:45:00,MST,,,,,0,m,,,,,,1999,2006-AMBIENT MONITORING,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-965,100238,TOO TURBID TO ASSESS REACH OBSERVATIONS.  TOTAL PB AND HG WERE NOT REQUESTED BY SAMPLER.. Approved status: DOUG MCCARTY 19-DEC-16 12:00:00--- SAMPLE TAKEN: Migrated,,,,31.47,-110.9922222,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-863410387,,None,Escherichia coli,Total,12,cfu/100ml,,Final,,Actual,,,,,,,,,,| QA FLAGS: B.,,,,,,,,,,FIELD,AZDEQ_SW,FIELD,,,ARIZONA DEPT. OF ENVIRONMENTAL QUALITY (FIELD),,,,,,,,27:54.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-65593.CHEM,Sample-Routine,Water,Surface Water,6/2/2005,11:30:00,MST,,,,,0,m,,,,,,1999,2006-AMBIENT MONITORING,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-149,100251,HARDNESS NOT CALCULATED BY LAB--- SAMPLE TAKEN: Migrated,,,,31.3416667,-110.9331389,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-863407780,,None,Escherichia coli,Total,20,cfu/100ml,,Final,,Actual,,,,,,,,,,| QA FLAGS: B.,,,,,,,,,,EPA 1603,AZDEQ_SW,EPA 1603,,,ARIZONA DEPT. OF ENVIRONMENTAL QUALITY (FIELD),,,,,,,,27:41.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-66045.CHEM,Sample-Routine,Water,Surface Water,9/21/2005,1:00:00,MST,,,,,0,m,,,,,,1999,2006-AMBIENT MONITORING,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-143,100243,Approved status: KYLE PALMER 09-DEC-15 12:00:00--- SAMPLE TAKEN: Migrated,,,,31.6130556,-111.0413889,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-863409584,,None,Escherichia coli,Total,650,cfu/100ml,,Final,,Actual,,,,,,,,,,"| QA FLAGS: A, EQ-EXC.",,,,,,,,,,EPA 1603,AZDEQ_SW,EPA 1603,,,ARIZONA DEPT. OF ENVIRONMENTAL QUALITY (FIELD),,,,,,,,27:50.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-36741.CHEM,Sample-Routine,Water,Surface Water,4/26/2005,12:00:00,MST,,,,,0,m,,,,,,1986,2005-AMBIENT MONITORING,FRIENDS OF THE SANTA CRUZ RIVER,AZDEQ_SW-966,100244,DO NOT FUNCTIONING--- SAMPLE TAKEN: Migrated,,,,31.6483333,-111.0491667,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-863400758,,None,Fecal Coliform,Total,1500,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,SM 9222D,AZDEQ_SW,SM 9222D,,,NOGALES INTL WASTEWATER TREATMENT PLANT,,,,,,,,27:05.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-36688.CHEM,Sample-Routine,Water,Surface Water,1/25/2005,12:00:00,MST,,,,,0,m,,,,,,1986,2005-AMBIENT MONITORING,FRIENDS OF THE SANTA CRUZ RIVER,AZDEQ_SW-965,100238,#NAME?,,,,31.47,-110.9922222,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-863400629,,None,Fecal Coliform,Total,100,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,SM 9222D,AZDEQ_SW,SM 9222D,,,NOGALES INTL WASTEWATER TREATMENT PLANT,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-SW-36688.CHEM/results/863400629/resdetectqntlmts,Laboratory Reporting Level,1,None,,27:04.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-73485.CHEM,Sample-Routine,Water,Surface Water,3/29/2005,12:00:00,MST,,,,,0,m,,,,,,1986,2005-AMBIENT MONITORING,FRIENDS OF THE SANTA CRUZ RIVER,AZDEQ_SW-146,100247,#NAME?,,,,31.5611111,-111.0461111,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-863414625,,None,Fecal Coliform,Total,10,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,SM 9222D,AZDEQ_SW,SM 9222D,,,NOGALES INTL WASTEWATER TREATMENT PLANT,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-SW-73485.CHEM/results/863414625/resdetectqntlmts,Laboratory Reporting Level,1,None,,28:17.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-73533.CHEM,Sample-Routine,Water,Surface Water,8/30/2005,12:00:00,MST,,,,,0,m,,,,,,1999,2006-AMBIENT MONITORING,FRIENDS OF THE SANTA CRUZ RIVER,AZDEQ_SW-328,100571,#NAME?,,,,31.4299167,-110.9608333,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-863414745,,None,Fecal Coliform,Total,1435,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,SM 9222D,AZDEQ_SW,SM 9222D,,,NOGALES INTL WASTEWATER TREATMENT PLANT,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-SW-73533.CHEM/results/863414745/resdetectqntlmts,Laboratory Reporting Level,1,None,,28:18.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-73529.CHEM,Sample-Routine,Water,Surface Water,2/28/2005,12:00:00,MST,,,,,0,m,,,,,,1986,2005-AMBIENT MONITORING,FRIENDS OF THE SANTA CRUZ RIVER,AZDEQ_SW-328,100571,#NAME?,,,,31.4299167,-110.9608333,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-863414714,,None,Fecal Coliform,Total,5,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,SM 9222D,AZDEQ_SW,SM 9222D,,,NOGALES INTL WASTEWATER TREATMENT PLANT,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-SW-73529.CHEM/results/863414714/resdetectqntlmts,Laboratory Reporting Level,1,None,,28:18.0,STORET
